train_loss,test_loss,train_acc,test_acc,step_time,gap,sat_ratio
0.025990406377002825,0.3636363300681114,99.2,91.84,0.011888026581395922,0.3376459236911086,
0.02255295805991544,0.36776274397969244,99.314,91.88,0.011707193101458537,0.345209785919777,
0.02108762130829627,0.3672706203907728,99.338,91.8,0.011775735699002395,0.3461829990824765,
0.019793618854511617,0.3665242988616228,99.39,91.96,0.011969780373146466,0.34673068000711116,
0.018659502574804778,0.3590974025055766,99.428,92.28,0.011688030589267116,0.34043789993077184,
0.016145596638574358,0.35186187928542495,99.494,92.25,0.012011370695460483,0.3357162826468506,
0.015476154081006546,0.3566153817437589,99.52,92.29,0.01181011004825992,0.34113922766275234,
0.014139131357943367,0.368199239782989,99.6,92.05,0.012030215519468498,0.35406010842504565,
0.013823423569764742,0.35963703524321317,99.62,92.06,0.011451069961118577,0.34581361167344843,
0.013354172083356267,0.36074699187651277,99.6,91.97,0.011824113938509656,0.3473928197931565,
0.010726312579125014,0.3586788804270327,99.688,92.08,0.011440306978152535,0.34795256784790773,
0.011310577009687834,0.3577974622696638,99.666,92.15,0.0118301115987246,0.34648688525997595,
0.011059862034230986,0.3602970928326249,99.684,92.39,0.011790166425583002,0.3492372307983939,
0.010239986066981588,0.3602202988415957,99.734,92.27,0.012067600284391047,0.3499803127746141,
0.009407286748678311,0.3608323186635971,99.724,92.3,0.012115577297747288,0.3514250319149188,
0.008744035518038637,0.36258231967687604,99.744,92.33,0.011775360083031228,0.3538382841588374,
0.008971689647073141,0.362350402995944,99.742,92.28,0.011884445424579903,0.3533787133488709,
0.009496832574757003,0.3596803015470505,99.73,92.3,0.011659365480818102,0.35018346897229347,
0.009379713326696154,0.3592559906095266,99.714,92.25,0.011882876496180854,0.34987627728283044,
