train_loss,test_loss,train_acc,test_acc,step_time,gap,sat_ratio
0.13105694915327576,0.30872158266603944,95.548,90.1,0.011548529500546663,0.17766463351276368,
0.12578293567289933,0.30682489335536955,95.642,90.16,0.011577400100200683,0.18104195768247022,
0.11682297247926444,0.35127105563879013,95.95,88.7,0.011559977860706847,0.2344480831595257,
0.11167659019322498,0.30484616965055467,96.164,90.49,0.011805079477217496,0.19316957945732968,
0.0995352546329541,0.30070995703339576,96.668,90.69,0.011975517663199578,0.20117470240044166,
0.09747663543314275,0.29476489663124084,96.648,91.03,0.011889080867133178,0.19728826119809809,
0.0885234607283569,0.2862041185796261,97.036,91.6,0.011986114179996578,0.19768065785126918,
0.08371874156986814,0.27102708220481875,97.148,91.69,0.01176077264654057,0.1873083406349506,
0.07149808478953741,0.28900901556015013,97.64,91.72,0.012003441905731436,0.21751093077061273,
0.07160829070507718,0.27407266430556776,97.6,91.88,0.012012071926575487,0.20246437360049058,
0.05692160012714965,0.2682652798295021,98.092,92.36,0.011780731513372163,0.21134367970235246,
0.05367571452532507,0.2744184947013855,98.238,92.23,0.01170371987325761,0.22074278017606044,
0.04443967458494293,0.2657938929647207,98.552,92.35,0.011961918657697985,0.22135421837977778,
0.044957109580478626,0.2646661204844713,98.47,92.55,0.011754933525534236,0.21970901090399267,
0.03520638125655634,0.2606155536323786,98.822,92.97,0.011832907376691813,0.22540917237582225,
0.02874960033925693,0.24464302051812412,99.088,93.27,0.011928585179321601,0.21589342017886717,
0.026107185289187505,0.23169319411739708,99.198,93.78,0.01192523939225375,0.20558600882820957,
0.018799507721324864,0.23680915351957083,99.444,93.61,0.012111341252046473,0.21800964579824597,
0.015853622334275654,0.22538468770682812,99.554,93.83,0.01185817547771327,0.20953106537255248,
0.012807338063240699,0.21826918881386517,99.674,94.26,0.011419013333137688,0.20546185075062448,
0.010141688709259224,0.2238051266595721,99.778,94.14,0.011681714021336392,0.2136634379503129,
0.0076563979473436615,0.21482550002634526,99.824,94.39,0.011844558179226068,0.2071691020790016,
0.007059091236740065,0.21425439789891243,99.846,94.43,0.012135498968841474,0.20719530666217237,
0.006159657953054551,0.21007557241246105,99.866,94.56,0.01214132406522551,0.2039159144594065,
0.004570400740866743,0.20841149777173995,99.938,94.57,0.011655769689613595,0.20384109703087322,
0.004422512998574597,0.20909064464271068,99.934,94.43,0.011706313208850754,0.20466813164413608,
0.003644978867538864,0.20452301885932683,99.956,94.66,0.011548162421302112,0.20087803999178797,
0.003436612145578646,0.20203454606235027,99.962,94.62,0.0119912057276577,0.19859793391677164,
0.003121876176428812,0.20163986198604106,99.966,94.58,0.011956685034515302,0.19851798580961225,
0.002898246096476884,0.2026772341132164,99.97,94.65,0.011872996454653532,0.19977898801673952,
0.0027585639728499992,0.20072355542331935,99.978,94.69,0.011402527084740837,0.19796499145046936,
0.0026478238885833992,0.20170451585203408,99.988,94.7,0.011557263181642498,0.1990566919634507,
0.002726276154311903,0.19831666361540556,99.97,94.75,0.011814832077611742,0.19559038746109367,
0.0025846367238013222,0.20097483858466147,99.976,94.73,0.011810871036461248,0.19839020186086015,
0.002717906428153253,0.19913229636847973,99.974,94.75,0.011670484567237327,0.19641438994032648,
0.0028076966713263614,0.19980753913521768,99.978,94.65,0.01183029818717781,0.19699984246389132,
0.0028376376418315845,0.2006389387138188,99.974,94.68,0.011381573079492125,0.1978013010719872,
